customer_id,loan_amount,term_months,purpose,application_date,city,state,country,channel,agent_id,campaign
a2f45b10-6ee9-435d-9ff8-7050a7ecb8c1,14520.21,36.0,Home,2023-04-11,Jeffreytown,New Hampshire,San Marino,Online,08688491-2152-4d91-bb03-2b7ceff92b85,FestiveBonanza
d1ef98e9-329d-43ac-96aa-44b510d12374,38660.49,60.0,Education,2022-09-17,Robinsonhaven,South Carolina,Azerbaijan,Agent,c0961148-bae0-41e7-a05b-a46dc63658f2,FestiveBonanza
d2ab0d2d-2579-4182-80a3-ed3a2bceb20b,12087.35,36.0,Wedding,2024-10-04,Tricialand,Pennsylvania,Iran,Online,76d74476-4995-4fde-8371-f37769bb541c,None
0b9bb18b-0356-47c0-80c6-40f5be73ecb9,34925.36,36.0,Medical,2025-06-05,Hesterhaven,Oregon,Tonga,Agent,ae533405-63a8-4928-b146-6edfe44716e2,FestiveBonanza
b92a45ef-c538-4207-b736-bf5a24eadfb0,12433.31,36.0,Car,2025-06-30,South Jennifer,Hawaii,Netherlands,Agent,e211dece-3607-45fb-9503-2a47534c2b81,None
69fa2b2e-61ab-4c4f-bb35-87b74366b40a,,24.0,Car,2023-11-17,Michaeltown,West Virginia,Mexico,Agent,a40c8caa-4570-4df7-8f15-92d2239f9552,FestiveBonanza
937d825a-6698-4564-887c-322a69b79b73,37606.84,48.0,Education,2024-02-11,Josephhaven,Wisconsin,Bermuda,Agent,b9653676-679e-4d75-987b-c4e476ddfcc4,Summer2023
603131c0-395d-4c5b-829d-547ef35a578d,11716.98,12.0,Car,2024-09-03,Fosterhaven,Tennessee,Myanmar,Agent,aff28a50-1c48-492d-ae9b-e9313661b579,FestiveBonanza
ef2b1313-e68e-4a9d-9fad-db31b5cb0bcf,3937.22,24.0,Vacation,2023-07-15,South Ryanside,Kansas,Saint Kitts and Nevis,Online,594a6e28-1b4a-403c-93f4-6b2a4806f75e,FestiveBonanza
1c918900-e6a3-4981-83c0-ebbcc5723cad,7417.71,36.0,Wedding,2023-04-07,Duranton,Ohio,Sierra Leone,Agent,8cd1f093-9e22-4ae9-9049-3fd0e9594ce5,None
a6ad8b6a-80d7-4d18-99d2-ac037c698e63,30693.85,60.0,Medical,2024-11-07,Port Dianeside,Wisconsin,Togo,Branch,dadf9def-ca42-43b4-8bd2-5ae626f6b865,None
,42622.87,24.0,Education,2024-12-10,Pottsburgh,,Ghana,Agent,0da4e2bd-8229-4648-a67f-c2aaa9dde523,Summer2023
fedac1d5-69a1-46a4-8568-7d2ecc6c40d7,3204.84,60.0,Vacation,2022-11-16,,South Dakota,Holy See (Vatican City State),Branch,963d8acf-8444-4199-ba7e-b2cfbd0f64cb,None
def666c1-948c-410c-8b07-622f582ef579,,36.0,Medical,2022-10-25,Phillipsville,Hawaii,Jamaica,Branch,,None
eb12ff07-91b8-4ea5-b845-4a88e2506fe1,17724.61,24.0,Vacation,2025-01-04,Lynnland,South Dakota,Cyprus,Branch,2cfbe080-0ee3-49a6-8328-924482dfcb76,Summer2023
6bdbd912-fa78-4d79-bac4-cff1b9453e4d,24447.89,48.0,Medical,2023-05-08,West Ryanton,Florida,Taiwan,Online,d4888199-e359-4cad-9b35-81bef58c1360,None
c40fda84-272a-49ed-8fab-f4a05e7b68c5,46514.12,12.0,Education,2022-11-18,East Laura,Hawaii,Morocco,Online,a32e21ce-f24f-40f8-9bb4-6fee7fc1e6a3,FestiveBonanza
3ee963a5-7f92-4594-bcfa-c1d191dbff57,17266.6,24.0,Car,2022-12-17,Johnsonport,New Jersey,Malawi,Online,77dbec6a-20de-47b1-94f8-4e04dd88f8ee,FestiveBonanza
b490ae57-9f2d-4141-8e3d-3844e8b9944a,23801.51,60.0,Wedding,2022-10-26,Port Ebony,Montana,Liberia,Online,5c8686ab-f1e0-47c0-860a-cc0903bfe76b,None
951cd792-682e-43b8-8326-3961550a0610,1670.44,24.0,Education,2024-11-15,Morganside,Wisconsin,Svalbard & Jan Mayen Islands,Branch,6e0ff27a-551d-4dce-98a1-92ab3984c3bd,FestiveBonanza
8c451b0b-dc61-4130-808b-298a5a618136,4998.34,60.0,Wedding,2023-11-16,South Douglasberg,Georgia,Timor-Leste,Online,81475718-7449-4e60-9ebf-f3093c86fd95,None
6a19d9cd-8ba7-499e-90c4-ad3969ebf13d,,60.0,Car,,Randytown,West Virginia,Lithuania,Agent,a4286d3f-80e8-48ad-ac85-c64a8a175ab1,Summer2023
d9b7ae82-cb83-45cc-875d-ea132c254619,2364.76,36.0,Wedding,2024-12-30,Morganhaven,Kansas,Italy,Online,2792093d-e914-4ed6-af84-869b20cdde34,FestiveBonanza
52c01731-345b-48be-917a-881494b9dc17,31937.39,12.0,Education,2024-05-16,Allenhaven,Oklahoma,,Agent,245044a0-ee53-426d-a1ac-ed632382b335,Summer2023
72a5fe03-f7e1-461a-84a4-99edefbd8638,21893.52,36.0,Vacation,2023-01-30,West Lisa,Washington,Albania,Agent,9d42285d-8974-4141-b964-c5939c035607,None
924a8257-0c70-449d-9e94-0b6aed72bebc,27859.11,60.0,Home,2025-04-23,Carrieberg,Utah,Mauritius,Online,6e34a648-792c-4445-a3c1-c66b36d7644b,FestiveBonanza
3202ca9b-d579-4335-903a-20fa8123b0c7,9557.71,60.0,Vacation,2024-11-26,Marquezport,Minnesota,Russian Federation,Online,5dc11094-d569-4dea-9245-ec78010271f0,Summer2023
c266c518-fc07-489c-9c00-98268bfe065e,15500.67,36.0,Wedding,2024-01-05,Torresport,Washington,Malaysia,Online,371aec2c-836c-40dc-b358-057a30234a5e,None
41a1abff-d89a-46ac-87fb-57ad3b816014,33527.4,24.0,Car,2022-10-11,North Richardchester,New York,Myanmar,Agent,8f3cd892-b876-4908-9455-00c4bdb51725,None
,48299.83,48.0,Car,2022-09-22,South Jasonland,Maine,Korea,Online,179480df-fa0d-4f9b-923a-e3c9db0376e2,None
9783e629-e760-4e40-a819-b07498ed035e,3470.42,36.0,Vacation,2023-05-17,South Steven,North Dakota,Togo,,,Summer2023
d0600337-4088-4b01-ab1a-d29245daa5cc,44628.83,24.0,Wedding,2024-02-11,Port Nancy,Maine,Cook Islands,Online,2f1bf0b9-bd52-4413-94c5-66c88e00be7e,Summer2023
3809f0f8-72c0-4dd5-b0db-303777f7950b,29267.18,60.0,Education,2023-01-17,West Karen,Nevada,,Online,cbf2a367-ad21-4242-adf5-f4e32b32cb39,Summer2023
520b5a24-0220-4f3b-9c8e-74e4933830c6,28632.06,24.0,Car,,West Virginia,Mississippi,Bouvet Island (Bouvetoya),Agent,cefc7a2d-87b2-44e3-a897-73876b47f5ac,None
a67d77c3-7e75-4074-a009-ea351db8626e,25513.65,48.0,Medical,2023-05-12,South Chase,Tennessee,United States of America,Online,bb6d41cc-2dff-4b4d-a341-e494f57c692b,None
ed3e09e9-a1fb-43af-9879-72eb1e4e1626,4400.31,12.0,Education,2022-10-09,South Gregorytown,,Georgia,Agent,b4abc808-eed0-46b2-b01d-8bf509ebd6a7,Summer2023
26d3f9d4-3cd8-4b38-84c1-928ac0ba7981,5403.97,24.0,Medical,2024-03-18,Amyland,Kansas,Anguilla,Online,1ec8295b-a6de-4bea-85f6-cb5a5c0e8d6c,FestiveBonanza
6193e1b1-40c0-4889-8062-259be64462e2,30444.69,12.0,Medical,2022-12-23,Roweville,South Dakota,Central African Republic,Online,c9b23ca4-005b-4f40-ae65-2a876d06738b,Summer2023
8ac20903-149d-441e-98e8-3821e4d36ff5,17706.97,60.0,,,West Bonnieborough,Michigan,Pakistan,Online,13417983-eace-4cbd-a415-03f65a4aebe1,None
0aa579a0-657a-4b4b-83a8-51fb9d0ac7c1,45946.14,,Education,2025-06-19,South Richard,Tennessee,Pitcairn Islands,,,Summer2023
af9aa08a-a3ea-4a31-818d-d96e2405ccbb,20922.94,60.0,Medical,2024-12-26,Jeremiahchester,Alabama,Paraguay,Online,324001cb-8120-4cde-8340-dc47fb67d841,None
51cb6e10-5ea4-48d4-b095-5e991e43e995,8020.79,,Wedding,2024-11-25,West Annville,Michigan,Antarctica (the territory South of 60 deg S),Online,1a0908d9-93b2-42e4-985b-e942e3d8bd14,None
3ec7d785-5db4-429e-8e22-ab0632f5ce58,36021.22,60.0,Medical,2022-10-21,Alvareztown,Illinois,Mexico,Online,dd84f13f-129c-4821-bfae-9dfe26dc00b4,FestiveBonanza
35de3b50-6436-4dbf-9c36-4e3378b281e1,15374.32,48.0,Vacation,2022-11-22,East Lisa,New Mexico,Suriname,Branch,98320cab-aac5-44f8-ac74-7d2680515536,FestiveBonanza
885b0622-ce1f-4663-b1ec-19066e8a691e,26748.05,24.0,Education,2024-11-13,West Robinview,Oklahoma,Malaysia,Agent,0fc01678-b009-4d8d-9bee-4c442749bede,FestiveBonanza
3ce5b7c4-fd13-4fe4-a450-7d2e156bd61b,35193.81,60.0,Education,,West Dennisland,Nebraska,Monaco,Agent,049ad068-edf7-474c-a390-e90defb6bc0e,FestiveBonanza
0e35b604-8648-4227-bccb-bfca76c4648e,45112.94,36.0,Vacation,2024-07-08,Port Dennischester,Missouri,Bangladesh,Online,b2ab97aa-6aa5-4d5b-b0a8-4219c63743f0,FestiveBonanza
0de59af0-1c02-4b8c-bca2-fe5522df0e2a,39817.37,36.0,Wedding,2023-09-25,New Jonathan,,Western Sahara,Agent,128ff0e5-63a8-4f8a-b0eb-2daa34512fae,None
20939167-c82a-446d-b5f5-c681d4cdb59f,34141.69,36.0,Wedding,2023-08-06,Shannontown,Alabama,United Kingdom,Branch,4cf7dddc-f050-405e-90cf-909609a08152,Summer2023
94eecf21-93d3-43c5-8190-6a84c2a43d4b,34302.03,24.0,Medical,2023-12-23,Nicoleburgh,New York,Austria,Online,dfa7faf2-a566-4bab-89ff-47d3a92eb156,FestiveBonanza
d992696f-a127-4c7b-ade1-a60e7b75f408,47350.31,60.0,Medical,2023-11-10,New Austin,New York,,Branch,af22a149-a3d5-4b98-9367-719b006e66c6,Summer2023
3782fadc-3bd3-402f-ad50-327fbf17628f,15495.38,24.0,Home,2024-07-29,Greeneside,South Dakota,Tuvalu,,b275d2d2-0e1e-4288-8ef6-ec8d6701244f,None
28930848-9b9b-45b2-b2af-a2798a1ad642,,36.0,Home,2022-10-06,Kellytown,Montana,Barbados,Branch,378799be-67d8-4d24-94bc-0c223a621eef,FestiveBonanza
a8b94c20-93ca-4596-8a4d-719ba1f44ca7,14325.77,60.0,Car,2023-02-08,Brownbury,South Carolina,Moldova,Online,c94e8af8-0d0b-42c7-961e-d1ac2a26c4c1,Summer2023
6176264c-6602-4e7a-8b57-01dd2fb04102,11676.68,24.0,Car,2024-06-21,Melissatown,New Hampshire,Azerbaijan,Branch,97fe7fcb-564d-4ff1-a319-e33bc614b1d9,None
3582e438-6851-4b22-9493-b095bfe9d10a,33429.89,36.0,Education,2024-07-10,South John,Ohio,Algeria,Agent,02c5ce28-2a5d-4a58-a8cf-9e4edc575018,FestiveBonanza
06131185-d000-4809-be57-28018bea04f7,32051.87,12.0,Wedding,2023-11-08,North Cameronmouth,Tennessee,New Caledonia,Branch,f9719482-5b2c-4256-800e-52135c926637,None
35581910-e2f8-4568-a008-bb5348e235e2,30079.61,,Vacation,2023-06-27,New Markville,Nebraska,Guam,Agent,cd184e17-5b25-4e48-a09a-0fcd36253c86,Summer2023
28f6f6b0-8a7a-4c70-957d-f38caf475497,1795.93,36.0,Car,2024-01-04,East Williemouth,New Mexico,Indonesia,Online,730fb752-9e0c-4c6a-a6f7-5c5dd4fb76e0,FestiveBonanza
7a0e8eb3-8c41-4bb5-bd49-d4fcf053b6a0,36710.12,24.0,Car,2023-11-02,Mccartymouth,Utah,Togo,Agent,,None
e9917549-2649-4ef3-9eb9-7c07488f1a64,16852.99,24.0,Education,,East Jenniferfurt,Arizona,Namibia,Agent,5336194a-8b4c-4856-b393-4f1f02ff1fa0,FestiveBonanza
59eef502-8285-4c2b-baa3-4bdf989021d2,33587.74,60.0,Medical,2023-01-16,Port Alexander,Maryland,Armenia,Agent,cff40b00-882b-477f-875f-d86b4c89eec3,FestiveBonanza
30b28842-3741-4516-ac81-d7d1dfd42949,,24.0,Education,,New Sean,New York,Belgium,Branch,18f277e9-1d98-423f-ae1c-6f6c3b89b3a7,FestiveBonanza
cdd7466c-94d2-4dfe-ac31-6ec9959bebc3,17793.82,36.0,Car,2024-06-02,New Linda,,,Branch,cbaf275c-685c-44b3-a6f8-883fd593b78f,FestiveBonanza
5022ea7d-48b6-4f33-853d-59fef138a9aa,,,Wedding,2025-01-30,South Lynn,Texas,Uganda,Branch,baa6b66b-684e-4b46-b30e-bc456976613b,FestiveBonanza
38286a83-6641-4697-b874-a549b5a206b4,5626.53,36.0,Medical,2024-11-13,Aprilville,Oklahoma,,Agent,1959b758-88c3-4bef-bcd7-86713fe38b39,FestiveBonanza
bf46560a-f38c-4510-96fc-5022159d2a55,41744.4,48.0,Home,2022-12-28,Beckerburgh,Vermont,Cyprus,,503797d7-0c1b-420f-9a3d-7a406eccea67,Summer2023
72d1acb0-9437-4f8b-bd2f-26c70548bfd3,46001.48,48.0,Education,2024-08-07,South Douglas,New Jersey,Algeria,Agent,886762d4-8c7f-40d8-831b-14a30e9595b3,Summer2023
26e126b3-65df-4e2d-8280-0cd71fa9ea47,32839.61,48.0,Education,2023-10-25,South Cristina,Nebraska,New Caledonia,Online,76c5108c-ca34-4baf-8cca-5045f16d9b1f,None
0d70dc78-0dd2-43a3-afcc-a9d4533206f6,6068.27,24.0,Car,2025-01-14,Whitestad,North Dakota,Bahamas,Agent,,
2b8a5543-0a1d-4d1d-b919-0d05d146563c,20699.33,36.0,Education,2024-03-02,East Cynthia,New Jersey,Malawi,Branch,b3e29808-b58e-4ce2-a734-925aaecf1bae,Summer2023
3cd4d50c-b162-43bb-b519-3458fc2aa3b6,36718.02,36.0,Medical,2024-07-19,Williefort,Nebraska,Zambia,Branch,6786de01-dcce-4041-b86a-05ef5ab1fc04,FestiveBonanza
,39211.22,60.0,Vacation,2023-05-29,Robertmouth,Georgia,Guernsey,Agent,ada25d60-a3c0-4093-b241-ac39312c1006,Summer2023
163d7b32-62ef-4015-80f0-c95ecaff45c9,6792.71,24.0,Vacation,2024-08-11,Timothyfurt,Arizona,Libyan Arab Jamahiriya,Agent,50929262-1faf-4c83-84fb-a98dfc905498,FestiveBonanza
03cab756-733d-48df-bb88-2dde88748608,1001.51,36.0,Home,2022-10-09,Port Stephen,Wisconsin,Germany,Online,7eb9a9ef-26f7-4999-ad70-0e52315ece07,Summer2023
32e6163e-e01a-4da6-b912-4fa6afdef95a,,24.0,Education,2023-06-16,Davidside,North Carolina,Falkland Islands (Malvinas),Agent,e8ad24d8-26f6-47b3-b7cd-e9979dddb0d0,FestiveBonanza
34fde5c9-b56f-4b21-8501-d2d9999aec3f,18473.21,60.0,Medical,2022-10-15,New Matthew,North Dakota,Isle of Man,Online,0983bb06-527b-4033-b1ea-b4e7133ad888,None
a4d6a2b1-dd78-4046-a4d9-53224d0940e8,13469.59,48.0,Wedding,2025-03-22,Osborneton,Nebraska,Bolivia,Agent,749c0428-67f6-4aaf-8b1d-e7c44f4b68bb,FestiveBonanza
a5bc657f-4d2f-4a91-92f4-a6e0ae3f44e7,1631.98,24.0,Education,2022-12-24,Donaldmouth,Pennsylvania,,Agent,f8375648-b370-4dc1-ab3f-8fc547ea3491,None
152236d9-b1e1-42f7-b0c2-902132f44ca7,27474.67,48.0,Home,2024-03-27,South James,South Dakota,Aruba,Online,6ff8b923-3c20-4a27-8a1c-9997cde48290,Summer2023
ebd6a174-3475-4a42-9c35-48b25c81d1e3,42706.39,36.0,Education,2025-05-11,Port Lisa,Georgia,Guadeloupe,,1ca7645a-cb00-4d94-86f2-175b3f74555e,FestiveBonanza
d82e0d2d-2c32-436d-a415-dd8f42a54775,47923.95,48.0,Education,2025-04-13,East Anthonyshire,Nebraska,Trinidad and Tobago,Online,bfa16e48-b9c3-49f3-ad47-dfefcb9e4066,FestiveBonanza
02798e8d-9bbd-47f1-8d57-2f0eca6e387f,28721.5,24.0,Wedding,2023-03-05,East Elizabeth,Oklahoma,Nigeria,Online,b18fe52e-6839-433c-850f-205fed344975,FestiveBonanza
95d02f68-a25a-496a-90d7-c2922b12adb9,26208.61,48.0,Car,2023-03-19,,Oklahoma,New Caledonia,Online,5ae5c722-f1aa-46d0-9277-6e18cd211a19,None
1d60d07c-4523-4162-9624-fb8c6463369e,5167.76,36.0,Vacation,2024-04-10,Hensleyfort,West Virginia,Turks and Caicos Islands,Online,0ba45f53-c250-4161-9488-d572536dbc71,None
,27894.77,12.0,Medical,2023-01-17,Carlfurt,Pennsylvania,France,,985445db-3457-49fc-97de-879a3e05cd4e,FestiveBonanza
183eec01-7673-4aa3-9a61-d866f73cdac4,19618.97,,Vacation,2024-08-21,Dianemouth,Nebraska,Papua New Guinea,Agent,47db33be-fc62-4fe8-b387-be1c81d451fb,FestiveBonanza
a08a432c-fab4-4954-8493-8c33acb29497,30749.63,60.0,Vacation,2023-05-27,Kimberlyshire,Washington,Faroe Islands,Branch,0e9ba4cd-fd5d-4ced-9dd9-77bea9fdebdf,None
700777e6-b070-4076-89b3-7d6ac6a236a3,20047.59,12.0,Car,,Port Aaronton,New Jersey,Trinidad and Tobago,Online,6d46ef50-1a0a-446d-bd05-4d5afeea627f,None
5e9f8f50-ee61-4729-961f-9c2ad71f7528,12774.66,36.0,Education,2024-02-25,Markfurt,Maryland,,Branch,14a350cc-2900-4828-9458-10612fb6a073,None
b33e8cb2-9188-4cd3-973a-b3ef91be763e,5653.3,24.0,Car,2023-07-22,Andersontown,Idaho,British Virgin Islands,Branch,035fdb2e-460e-4d4d-9582-11aabfd851a0,FestiveBonanza
36a15fba-cbfa-4849-91dd-5895150bf47b,16431.0,24.0,Medical,2023-09-20,Christinabury,Wisconsin,Suriname,Branch,56a74155-b599-464f-9361-97c7cb6f47c9,FestiveBonanza
eb5d7b71-3c70-49ea-88d4-3e6558f659d9,5735.6,24.0,Wedding,2023-11-22,,Pennsylvania,Sweden,Agent,80ba791e-9a83-492e-be54-cefc2562674e,FestiveBonanza
fc07dc71-7e07-4545-834b-95389774397e,9667.95,36.0,Vacation,2025-07-03,Port Ivanland,Nevada,Belgium,Agent,3701ce7c-b1df-451c-82bd-77fd5ab92a83,Summer2023
f18b2164-c8e2-411c-9bfe-302cb794d2da,49379.47,24.0,Home,2024-07-01,New Charlotteland,Utah,,Agent,bd73bbe7-a957-46d7-87c0-ca10932dc2e3,FestiveBonanza
f958df30-abf7-4613-ba6d-dabaf6792a6b,22761.07,48.0,Medical,2023-06-23,New Leonardborough,Massachusetts,Costa Rica,Branch,7d99743a-e159-4e4e-be1c-c892d60aa3e9,Summer2023
4706a96d-8ce9-4e08-8372-3471d3f32c2f,27061.72,,Home,2024-12-31,Port Fernandoview,Kentucky,Mongolia,Agent,ef5be5ea-ac52-4e0d-9e83-bd188457850a,FestiveBonanza
4b7b4370-a2bf-48d0-8738-ba29f309a4c2,43807.31,12.0,Vacation,2024-06-15,,Wisconsin,Mali,Branch,5587b99c-390a-4a5b-a3a3-8806a84fe722,Summer2023
63315877-cc0d-4a7a-92e1-2b04967b5438,49782.88,,Education,2023-11-12,Flynnland,,Bulgaria,Agent,1043a200-04fa-49ae-a71d-a9a9f30d49b1,FestiveBonanza
cedf7fb9-d1b9-45d4-b8d9-1ca397cdca2a,29553.01,36.0,Vacation,2023-02-08,West Christineton,Iowa,South Africa,Branch,234bfd04-9752-45fb-b9ed-b288dbe28a47,None
6ab7542b-e1ee-4230-9fba-2cd6e59fcc24,40811.22,12.0,Wedding,2025-06-08,Lake Richard,Oklahoma,Cayman Islands,Online,,None
25f90098-ebf9-4294-95a8-96de2150a788,17020.11,12.0,Vacation,,Port Brandyland,South Carolina,Burkina Faso,Online,d2ad098f-6e51-434d-b66f-b5381bab460d,None
c70f090d-5c80-4265-9603-36286cfed178,15981.45,24.0,Vacation,2024-11-30,Pearsonmouth,North Carolina,Somalia,Online,84b04f78-8ba4-487f-bcbd-9ff26cbba06e,None
9ce0c0ea-1235-48ec-b1cf-91b06783f025,20732.48,48.0,Vacation,2022-09-15,Port Patriciaport,California,Congo,Agent,793b4d1c-c2e5-463d-a105-f9e220d7965d,Summer2023
6cdc3175-7556-4da0-a261-6cf939cca30f,33952.86,12.0,Wedding,2022-11-14,East Jeanetteside,West Virginia,United States Virgin Islands,Branch,c2d5b7ec-3f1c-4592-84b4-6e25bd0d05de,FestiveBonanza
5a796145-f343-47b7-aa0a-c170da641162,34427.39,48.0,Medical,2024-07-05,Patrickchester,Texas,Norfolk Island,Agent,feb82ea0-604a-40a1-b224-70ea1685858f,Summer2023
cd9c0fa0-5d99-4bac-b2b6-feedb250faef,16446.73,36.0,Home,2025-02-19,Port Ryanton,Maryland,Saint Kitts and Nevis,Online,9d1b6582-1636-45b8-b0c1-b088008bacc0,None
f8771e52-e827-4b43-9730-9e26b9a05f94,,,,2022-09-08,Andrewchester,Utah,Zimbabwe,Branch,2440b3dc-4365-42cd-a6be-ae4598784387,None
033b68c0-ad7c-4c95-8884-77e664ad0d84,31987.42,48.0,Home,2024-06-21,West Robertmouth,Louisiana,United Kingdom,Branch,98c97ab1-a3cc-44cc-9fc7-ebc3d7e60f81,None
e4f0c2bb-3520-4668-b0df-5367ae458aa6,7287.97,36.0,Home,2022-10-12,Melissafort,Rhode Island,Algeria,Agent,832804ad-0ee0-4707-ad8d-dff5d95ed377,FestiveBonanza
f323205b-a984-41c5-88a3-4447cebb5b10,29346.13,12.0,Home,2023-08-17,Davidhaven,Louisiana,Netherlands,Online,befb2fb8-9550-4107-97fe-b470b3523d03,FestiveBonanza
5cb7d16a-4319-4589-8a6e-6fcaedf126a1,34977.68,48.0,Car,2023-06-25,Ayalafort,Ohio,South Africa,Branch,46b8ac2b-ac86-485e-87a2-83772cb6f0e8,Summer2023
4e42f73c-5ba6-4094-bc07-3e8cf680212a,35329.96,60.0,Wedding,2023-02-17,Kennedybury,South Carolina,Ecuador,Branch,ce264c62-efee-4d10-94a9-d30f07a0002d,None
e3ef8ad7-088a-4f06-b7fa-1cb451279e18,37920.13,,Wedding,2025-04-06,Littleberg,Ohio,British Indian Ocean Territory (Chagos Archipelago),Agent,44e94f22-f931-4896-b475-1ccc87480cc5,Summer2023
ce2db5d6-d7c4-419f-af7a-e53308e0068d,43770.11,60.0,Education,2024-06-25,Singhberg,Maine,Uzbekistan,Agent,d4776e1f-93cd-4573-b5a0-ad80c08c2866,None
bee060cf-3f9f-4820-a4da-ca7dd1a3ebe7,25497.99,,Car,2024-01-12,Port Elizabeth,New Mexico,,Online,92609bc9-1b5b-4631-8baf-e573b465e426,Summer2023
4dffef2b-1da8-41c3-bcf3-e0325807b8e7,36782.21,36.0,Car,2023-05-16,Powellland,Wisconsin,Mexico,Online,2133c479-5798-4228-89d8-af744f3cd2dc,Summer2023
6b993de4-6c38-4b0a-8cbe-6783a13dd983,31339.46,60.0,Vacation,2022-10-19,South Mary,Rhode Island,Saint Helena,Online,9c20324f-60f2-4952-9f4f-f3ff39865008,
23a94c01-209c-4609-a3fb-92a5a41c43f1,10145.36,60.0,Education,2022-10-28,,Arkansas,Tajikistan,Online,2f1d19e6-77d0-4ed0-86d3-d44c4a2fa63c,FestiveBonanza
6d8b8509-0c96-45a6-aaae-fc7ed52b956c,,36.0,Car,2023-10-10,Kimborough,Kentucky,Ireland,,c9713c63-df38-4015-a064-3e2143dcf7c7,Summer2023
7d7d8d06-1976-4c6c-a000-42efa3821671,14942.53,24.0,Education,2024-06-17,Danielmouth,,French Guiana,Online,15b14927-c75e-418b-a719-aa534c8551ee,FestiveBonanza
0c29645a-5938-4448-9c02-5bf6c93b294c,22708.65,36.0,Car,2023-09-09,West Karaside,Minnesota,Puerto Rico,Online,f4aa76a9-fe79-40e7-85ee-fd576920382b,FestiveBonanza
623d729a-b799-4ff0-be46-af0c4cc0eefd,31238.19,12.0,Car,,Port Randallside,,Saudi Arabia,,2adc5b73-4752-4306-8f75-ec28519b66fc,Summer2023
4c7e3a00-df14-434f-8e9f-926d7f9081ac,42648.01,48.0,Home,2025-01-29,Guerreroview,Wyoming,Azerbaijan,Branch,fca49a23-55a0-47dd-b927-e11e26753c13,None
c8f81f93-27a3-4076-8a6a-57428b2d125d,10616.04,24.0,Medical,2023-01-15,Jamesview,Montana,Honduras,Online,78b797e3-ff01-4075-bd78-58144ea46776,FestiveBonanza
8bf14952-7b51-4c05-b6d1-747b0d946f29,7151.94,48.0,Medical,2025-01-22,Lake Christopherside,Vermont,Hungary,Online,06ab0ad7-2134-4599-99e6-b436ddd10691,Summer2023
301d795f-9e9d-45d6-b972-f2a67f043528,48210.52,48.0,,2023-11-11,Nicolehaven,Illinois,Hungary,Online,e93f63ee-a21f-4e8e-92d4-5e2d427bde86,Summer2023
9dab48d8-8555-46af-9938-39c52a90ac6b,6294.18,24.0,Vacation,2024-12-20,Lake Monica,New Jersey,Burkina Faso,Agent,ef4b59f6-102c-424b-9339-dc8f9d2bb43e,None
,24446.06,,Home,2024-01-26,Port Wendy,Mississippi,Cyprus,,30c66f01-ac40-435b-9fa8-c5cbd9e67f1b,Summer2023
27eaeef7-c226-4597-b8fd-e082a0041264,29692.62,12.0,Medical,2025-06-09,Brianburgh,Rhode Island,Tunisia,Agent,9ef6e818-3350-41d0-854c-9e17feb351ba,None
e0ea4472-7ec0-46df-a696-ffd1a93dff51,27527.35,36.0,Wedding,2022-10-29,New Johnstad,Arizona,Tanzania,Branch,7a0c3ecf-e181-4143-b03f-fdee7294935f,FestiveBonanza
c8cb5f64-472e-465f-8765-0a35bb91588f,,24.0,Car,2025-04-06,Steelebury,Pennsylvania,Congo,Online,0af358d6-ba78-40db-8e2c-38c8e6bd58c2,None
c33997f2-f899-4f23-a0ee-3a113d0f3409,3794.32,36.0,Medical,2023-12-31,New Thomas,,Holy See (Vatican City State),Branch,9660a72b-95b3-4407-b60d-5bea22ab3b19,None
4f7b2c4c-0156-4c8b-ac41-6f4f5d898a42,6168.69,,Medical,2024-06-02,Moranhaven,Hawaii,Western Sahara,Online,c7696302-84aa-406f-8de3-4add4bc09b65,Summer2023
,29693.8,48.0,Medical,2024-01-12,Emilyfurt,Louisiana,Turkey,Branch,f9e95dc8-d8a7-46cb-8b39-f603a4c57d8c,Summer2023
c3e340a8-3dae-4d0c-a602-fb88a8a6e7a4,27672.9,36.0,Education,2025-04-26,Chrisfurt,Missouri,Zimbabwe,Branch,93e12780-2e76-4b3e-a82c-36779e5b5856,Summer2023
997e1771-0553-4c90-ae45-b2cb4cf2589c,12453.3,48.0,Wedding,2024-05-29,Vanessaport,Mississippi,Palau,Branch,185e8ad7-4a00-43b3-b388-a18622be28ef,Summer2023
,32250.93,12.0,Wedding,2023-04-27,Lake David,Iowa,Honduras,Agent,291fa667-c14b-4f9e-9801-8126be552797,FestiveBonanza
bf3f1c26-10f2-4fd7-b5b0-7ca59b944bcd,41183.31,48.0,Home,2023-01-19,Marietown,Wisconsin,Greenland,Branch,c24e62b1-5439-45f7-8934-904fc4427f9a,None
1e01026d-bde8-496f-a1af-35aeb6f01e6f,3037.37,36.0,Home,2024-11-30,,Nebraska,Nicaragua,Online,1247279a-465f-41c6-ae11-9ec4b77e0357,Summer2023
14f86056-acd1-44be-8073-742919ee3e72,25408.37,24.0,Vacation,2023-08-16,Carlosville,Connecticut,Iceland,Online,d2fb4d06-814f-4358-8dda-9e53e156192c,Summer2023
1a647516-bc27-4942-9e30-58d29987edaf,34776.21,60.0,Car,,Lake Daniel,Alabama,Malaysia,Online,d9adf1e2-939c-4fdc-a434-77c9f628e7f2,None
